CC,Site,PID,ICRAFPID,Lon,Lat
TZ,Kiberashi,TZ-diGOms,Kiberashi-8-1,37.47094,-5.30758
TZ,Chinyanghuku,TZ-DLXx3b,Chinyanghuku-8-1,36.118313,-6.861752
TZ,Itende,TZ-DzL0yF,Itende-12-1,34.212799,-6.853913
TZ,Chinyanghuku,TZ-eAIVWr,Chinyanghuku-3-1,36.09074,-6.88353
TZ,Kiberashi,TZ-Ed20g8,Kiberashi-9-1,37.496696,-5.381767
TZ,Kiberashi,TZ-fLRjjA,Kiberashi-14-1,37.509857,-5.35679
TZ,Bukwaya,TZ-FMnPB3,Bukwaya-15-3,33.088543,-3.0151
TZ,Itende,TZ-FzgVq0,Itende-6-1,34.192478,-6.910065
TZ,Kiberashi,TZ-G8uf1q,Kiberashi-13-1,37.515114,-5.377933
TZ,Bukwaya,TZ-gfm4x5,Bukwaya-4-1,33.016113,-2.992815
TZ,Bukwaya,TZ-gMSCPi,Bukwaya-2-2,33.015202,-3.029698
TZ,Kiberashi,TZ-GS1u5b,Kiberashi-5-1,37.469246,-5.382455
TZ,Bukwaya,TZ-hAibzR,Bukwaya-9-3,33.065014,-3.05848
TZ,Bukwaya,TZ-Ho7v48,Bukwaya-7-1,33.044964,-3.007335
TZ,Pandambili,TZ-HoUVhk,Pandambili-12-1,36.490952,-6.05855
TZ,Kidatu,TZ-hxLlvg,Kidatu-16-1,37.32851,-8.004462
TZ,Chinyanghuku,TZ-HZ5A1g,Chinyanghuku-14-3,36.163395,-6.904988
TZ,Chinyanghuku,TZ-IBXLe9,Chinyanghuku-11-1,36.1374,-6.88657
TZ,Kidatu,TZ-inv9pU,Kidatu-4-1,37.272369,-8.000807
TZ,Chinyanghuku,TZ-JaXtMf,Chinyanghuku-5-1,36.1244,-6.93858
TZ,Kidatu,TZ-jC6bdA,Kidatu-1-1,37.269382,-8.074033
TZ,Bukwaya,TZ-jCMuSa,Bukwaya-8-1,33.033264,-2.987467
TZ,Chinyanghuku,TZ-KGUcKx,Chinyanghuku-4-2,36.099449,-6.866802
TZ,Bukwaya,TZ-klXtxq,Bukwaya-3-1,33.015381,-3.009098
TZ,Pandambili,TZ-kn4Yyk,Pandambili-10-1,36.4863,-6.09622
TZ,Chinyanghuku,TZ-Ktj2sM,Chinyanghuku-12-1,36.141056,-6.862098
TZ,Bukwaya,TZ-l63ucv,Bukwaya-13-1,33.084312,-3.060055
TZ,Kiberashi,TZ-LIQqaT,Kiberashi-12-2,37.492508,-5.311833
TZ,Pandambili,TZ-LIUg2d,Pandambili-15-1,36.5067,-6.07987
TZ,Kidatu,TZ-loWdCE,Kidatu-15-1,37.337498,-8.023548
TZ,Kiberashi,TZ-LRNSPa,Kiberashi-7-1,37.468575,-5.33593
TZ,Itende,TZ-n1fX2Z,Itende-2-1,34.17971,-6.897945
TZ,Itende,TZ-N7jHIL,Itende-14-1,34.240738,-6.89882
TZ,Bukwaya,TZ-Nb8ZTY,Bukwaya-12-1,33.060581,-2.987898
TZ,Pandambili,TZ-O5CjJi,Pandambili-3-1,36.4405,-6.06394
TZ,Pandambili,TZ-Omh1qE,Pandambili-6-1,36.463261,-6.0882
TZ,Pandambili,TZ-OrunmP,Pandambili-1-1,36.440201,-6.12601
TZ,Kidatu,TZ-oVZSrN,Kidatu-13-1,37.330627,-8.070755
TZ,Itende,TZ-oXuFYK,Itende-11-1,34.223396,-6.878633
TZ,Kiberashi,TZ-P2zUVM,Kiberashi-4-1,37.450642,-5.319002
TZ,Kiberashi,TZ-pKGn88,Kiberashi-11-1,37.493351,-5.339337
TZ,Mbinga,TZ-q1A61P,Mbinga-14-1,35.195202,-11.0988
TZ,Itende,TZ-Q91fUZ,Itende-7-2,34.193073,-6.879183
TZ,Pandambili,TZ-QBJEN9,Pandambili-7-2,36.464588,-6.06997
TZ,Chinyanghuku,TZ-QDQelD,Chinyanghuku-9-5,36.1357,-6.93122
TZ,Chinyanghuku,TZ-QIGHG7,Chinyanghuku-1-1,36.091824,-6.930703
TZ,Kidatu,TZ-qTzCFz,Kidatu-3-1,37.270351,-8.02105
TZ,Chinyanghuku,TZ-qyLwJZ,Chinyanghuku-16-1,36.1579,-6.87134
TZ,Bukwaya,TZ-R4ZKb3,Bukwaya-14-1,33.091408,-3.036195
TZ,Itende,TZ-rEpT2q,Itende-16-7,34.243313,-6.85162
TZ,Mbinga,TZ-rQlLgW,Mbinga-13-1,35.200699,-11.1291
TZ,Bukwaya,TZ-SqiP4h,Bukwaya-11-1,33.065521,-3.010068
TZ,Kiberashi,TZ-TPVKit,Kiberashi-3-1,37.453918,-5.334045
TZ,Itende,TZ-U2yzKk,Itende-5-1,34.194763,-6.929987
TZ,Chinyanghuku,TZ-uak6WC,Chinyanghuku-6-1,36.116508,-6.910832
TZ,Mbinga,TZ-UhbupQ,Mbinga-6-1,35.149799,-11.1061
TZ,Mbinga,TZ-VHyT13,Mbinga-9-1,35.174099,-11.1173
TZ,Mbinga,TZ-vqvZiH,Mbinga-5-1,35.145699,-11.1232
TZ,Mbinga,TZ-VYrJTK,Mbinga-12-1,35.169498,-11.0581
TZ,Chinyanghuku,TZ-WBnz3A,Chinyanghuku-10-2,36.1372,-6.90524
TZ,Bukwaya,TZ-WGGw2G,Bukwaya-6-1,33.042397,-3.038153
TZ,Kidatu,TZ-wN3Api,Kidatu-2-1,37.271683,-8.041908
TZ,Mbinga,TZ-xCCssL,Mbinga-10-1,35.172298,-11.1051
TZ,Itende,TZ-Y6182H,Itende-8-3,34.194527,-6.859828
TZ,Itende,TZ-ZTmRit,Itende-1-3,34.172421,-6.928433
UG,Namasuba,UG-2NBQbE,Namasuba-4-1,32.266228,0.551317
UG,Namasuba,UG-2nzO9d,Namasuba-2-1,32.263542,0.515868
UG,Hoima,UG-3C5jI1,Hoima-13-3,31.533708,1.456968
UG,Namasuba,UG-9eJLJq,Namasuba-10-4,32.305157,0.514325
UG,Namasuba,UG-9iEhDl,Namasuba-14-1,32.33942,0.510742
UG,Hoima,UG-ApNjas,Hoima-12-1,31.51443,1.526595
UG,Namasuba,UG-AV2IT5,Namasuba-11-1,32.311714,0.5386
UG,Hoima,UG-d0jPGc,Hoima-14-1,31.52892,1.473533
UG,Namasuba,UG-fkFG0i,Namasuba-15-5,32.332111,0.52496
UG,Hoima,UG-g7VvZH,Hoima-3-1,31.4679,1.507103
UG,Namasuba,UG-gFBQYn,Namasuba-8-1,32.29327,0.564458
UG,Hoima,UG-hPdztR,Hoima-15-1,31.535127,1.501598
UG,Hoima,UG-iffMac,Hoima-1-1,31.466797,1.45866
UG,Hoima,UG-iHtgzq,Hoima-9-1,31.507475,1.462205
UG,Hoima,UG-K5SzMf,Hoima-7-1,31.490945,1.502983
UG,Hoima,UG-Kl8GTs,Hoima-4-1,31.469123,1.527395
UG,Namasuba,UG-kUmFN2,Namasuba-12-1,32.311413,0.554287
UG,Namasuba,UG-lrKN4v,Namasuba-3-1,32.268044,0.533473
UG,Hoima,UG-MCuDH1,Hoima-2-2,31.462007,1.473473
UG,Namasuba,UG-mNSfmu,Namasuba-13-3,32.335934,0.494473
UG,Namasuba,UG-MPuJml,Namasuba-5-1,32.287838,0.49764
UG,Namasuba,UG-PxpwaM,Namasuba-9-1,32.304539,0.495517
UG,Hoima,UG-qyLAlZ,Hoima-6-1,31.489068,1.475107
UG,Namasuba,UG-sBh40O,Namasuba-7-1,32.286675,0.533078
UG,Namasuba,UG-SqvHQK,Namasuba-1-1,32.270676,0.491363
UG,Hoima,UG-Syfshf,Hoima-16-2,31.535093,1.524802
UG,Hoima,UG-tTG8Fd,Hoima-8-5,31.488407,1.524523
UG,Hoima,UG-vnK9br,Hoima-5-3,31.489787,1.459293
UG,Hoima,UG-VriDZL,Hoima-10-2,31.513555,1.480643
UG,Hoima,UG-vUxSqP,Hoima-11-6,31.512833,1.501578
UG,Namasuba,UG-YcQxNr,Namasuba-6-1,32.288757,0.512713
UG,Namasuba,UG-YIryN8,Namasuba-16-1,32.333321,0.564657
ZA,Hopetown,ZA-03pJiv,Hopetown-13-1,23.9832,-29.8379
ZA,Madadeni,ZA-04WxXD,Madadeni-15-2,30.0907,-27.5677
ZA,Prieska,ZA-33TQEN,Prieska-15-2,22.7803,-29.9329
ZA,Prieska,ZA-3kgs5J,Prieska-2-1,22.7059,-29.9494
ZA,Hopetown,ZA-731gS1,Hopetown-7-2,23.9288,-29.7962
ZA,Madadeni,ZA-7EkIr1,Madadeni-2-1,30.0235,-27.5922
ZA,Prieska,ZA-8KNa3V,Prieska-9-1,22.7623,-29.9813
ZA,Madadeni,ZA-8ZEZ08,Madadeni-8-1,30.0388,-27.535
ZA,Prieska,ZA-BFkbsH,Prieska-11-2,22.7598,-29.9347
ZA,Prieska,ZA-DgW6MN,Prieska-16-9,22.7832,-29.9066
ZA,Hopetown,ZA-EBHCoG,Hopetown-14-2,23.9758,-29.8198
ZA,Prieska,ZA-fqNqBb,Prieska-7-4,22.7283,-29.9345
ZA,Hopetown,ZA-FXcQNk,Hopetown-12-1,23.9539,-29.7687
ZA,Prieska,ZA-gLUNPn,Prieska-8-6,22.736919,-29.001227
ZA,Madadeni,ZA-h0lB7x,Madadeni-13-2,30.0861,-27.6154
ZA,Prieska,ZA-havWND,Prieska-12-1,22.7619,-29.91
ZA,Hopetown,ZA-HbExTu,Hopetown-1-1,23.9142,-29.835
ZA,Hopetown,ZA-IAxoND,Hopetown-4-4,23.9145,-29.7684
ZA,Prieska,ZA-jGH0ou,Prieska-2-6,22.7115,-29.9487
ZA,Hopetown,ZA-jn9NZG,Hopetown-3-3,23.9075,-29.7978
ZA,Madadeni,ZA-JRCPCi,Madadeni-11-1,30.0585,-27.5668
ZA,Hopetown,ZA-jxTMu9,Hopetown-6-8,23.9277,-29.8205
ZA,Madadeni,ZA-KeIOai,Madadeni-12-1,30.071,-27.5431
ZA,Madadeni,ZA-M9WNlz,Madadeni-1-1,30.0127,-27.6111
ZA,Prieska,ZA-n0fOIQ,Prieska-15-5,22.7819,-29.9279
ZA,Prieska,ZA-nd74Xh,Prieska-5-1,22.7325,-29.9716
ZA,Madadeni,ZA-o6h1qt,Madadeni-5-1,30.045,-27.6131
ZA,Madadeni,ZA-oCwIVC,Madadeni-10-1,30.0597,-27.5896
ZA,Madadeni,ZA-oFgqxv,Madadeni-6-2,30.0455,-27.5868
ZA,Prieska,ZA-PBLRSh,Prieska-11-1,22.7603,-29.934
ZA,Hopetown,ZA-PhdFu5,Hopetown-11-1,23.9515,-29.7874
ZA,Hopetown,ZA-PPkSfj,Hopetown-10-1,23.9544,-29.815
ZA,Hopetown,ZA-PxgIxo,Hopetown-16-1,23.983,-29.7734
ZA,Hopetown,ZA-Q8JEuK,Hopetown-2-1,23.9044,-29.8085
ZA,Madadeni,ZA-qKwNVq,Madadeni-16-1,30.0929,-27.545
ZA,Madadeni,ZA-QVjRcV,Madadeni-4-1,30.0232,-27.5477
ZA,Hopetown,ZA-RUfr59,Hopetown-14-10,23.9729,-29.8188
ZA,Madadeni,ZA-s9CE9m,Madadeni-14-1,30.0894,-27.5834
ZA,Prieska,ZA-sKzMmf,Prieska-13-5,22.7788,-29.9771
ZA,Hopetown,ZA-TdvZRl,Hopetown-9-3,23.9545,-29.8424
ZA,Hopetown,ZA-tOEJ55,Hopetown-15-13,23.9793,-29.7994
ZA,Hopetown,ZA-UB2j4N,Hopetown-15-1,23.9782,-29.7993
ZA,Prieska,ZA-V9UDNp,Prieska-4-4,22.7159,-29.9058
ZA,Hopetown,ZA-w7CYG2,Hopetown-14-3,23.9757,-29.816
ZA,Prieska,ZA-wsI8YT,Prieska-6-3,22.7371,-29.9505
ZA,Madadeni,ZA-xrvXfE,Madadeni-9-1,30.06,-27.602
ZA,Prieska,ZA-XSeHdI,Prieska-1-1,22.7102,-29.9721
ZA,Hopetown,ZA-XYjAFd,Hopetown-8-2,23.933,-29.7781
ZA,Hopetown,ZA-Y6gvGj,Hopetown-5-1,23.9373,-29.8323
ZA,Madadeni,ZA-YKZ3Uu,Madadeni-7-2,30.0408,-27.5634
ZA,Madadeni,ZA-z8Sbb9,Madadeni-3-1,30.0228,-27.5684
ZM,Fisenge,ZM-6FfiuA,Fisenge-1-1,28.437565,-13.128398
ZM,Fisenge,ZM-ACtjrJ,Fisenge-11-1,28.491158,-13.07921
ZM,Musungwa,ZM-aO180j,Musungwa-3-1,26.095875,-15.851383
ZM,Musungwa,ZM-APQJG4,Musungwa-13-1,26.166365,-15.896982
ZM,Chilende,ZM-avoGGB,Chilende-12-1,29.6744,-9.13654
ZM,Musungwa,ZM-C2POLa,Musungwa-12-1,26.139908,-15.830958
ZM,Monga,ZM-C2yj4V,Monga-11-1,28.307197,-16.06884
ZM,Monga,ZM-CLciAK,Monga-4-1,28.257427,-16.044877
ZM,Chilende,ZM-criEon,Chilende-8-1,29.6462,-9.13688
ZM,Musungwa,ZM-Cugf6i,Musungwa-5-1,26.115347,-15.896971
ZM,Monga,ZM-cVRGId,Monga-3-1,28.260995,-16.066278
ZM,Chilende,ZM-DEfGSN,Chilende-16-1,29.689,-9.14041
ZM,Fisenge,ZM-dOG4DR,Fisenge-12-2,28.48207,-13.062363
ZM,Musungwa,ZM-DP5Fl0,Musungwa-14-1,26.163502,-15.871185
ZM,Musungwa,ZM-dqp610,Musungwa-10-1,26.133883,-15.876582
ZM,Fisenge,ZM-eaTP0m,Fisenge-9-1,28.491412,-13.122653
ZM,Fisenge,ZM-fKSAqD,Fisenge-15-1,28.509135,-13.086352
ZM,Fisenge,ZM-FpiZRR,Fisenge-3-2,28.44561,-13.083158
ZM,Musungwa,ZM-gUuMAx,Musungwa-4-2,26.095398,-15.827109
ZM,Chilende,ZM-H5kvMj,Chilende-2-1,29.6372,-9.17906
ZM,Fisenge,ZM-HlqXbH,Fisenge-6-1,28.458735,-13.101067
ZM,Fisenge,ZM-HteE2e,Fisenge-16-1,28.515947,-13.068367
ZM,Fisenge,ZM-HWowND,Fisenge-2-1,28.439953,-13.09985
ZM,Chilende,ZM-Jhepdy,Chilende-1-1,29.6294,-9.2127
ZM,Fisenge,ZM-ju5Mrp,Fisenge-5-1,28.473778,-13.12469
ZM,Monga,ZM-JxvKO3,Monga-15-1,28.326498,-16.066365
ZM,Musungwa,ZM-kCMR8D,Musungwa-16-1,26.16895,-15.819795
ZM,Chilende,ZM-kpcCqI,Chilende-10-1,29.6753,-9.18553
ZM,Musungwa,ZM-kYN0lR,Musungwa-8-1,26.121272,-15.830405
ZM,Monga,ZM-magom6,Monga-5-2,28.279927,-16.11281
ZM,Chilende,ZM-mhl51Z,Chilende-3-1,29.6233,-9.15515
ZM,Monga,ZM-mQxnKz,Monga-7-1,28.283488,-16.069473
ZM,Fisenge,ZM-mzMyuU,Fisenge-10-1,28.485475,-13.112812
ZM,Musungwa,ZM-n4mvpu,Musungwa-11-1,26.140195,-15.849793
ZM,Fisenge,ZM-NdLslo,Fisenge-8-1,28.473107,-13.065403
ZM,Monga,ZM-ntNkeo,Monga-12-1,28.30818,-16.050197
ZM,Chilende,ZM-NUFobm,Chilende-9-1,29.6761,-9.20366
ZM,Musungwa,ZM-OWF6OQ,Musungwa-1-1,26.093142,-15.897394
ZM,Musungwa,ZM-oXQbQI,Musungwa-2-1,26.098539,-15.867407
ZM,Chilende,ZM-p8vnSe,Chilende-11-1,29.6706,-9.1576
ZM,Fisenge,ZM-PHQruo,Fisenge-14-1,28.502998,-13.101947
ZM,Chilende,ZM-PoR28C,Chilende-15-1,29.695,-9.16099
ZM,Chilende,ZM-pQImbu,Chilende-6-1,29.6553,-9.18733
ZM,Monga,ZM-QNZbFb,Monga-6-1,28.286412,-16.093583
ZM,Musungwa,ZM-qu8qEm,Musungwa-7-1,26.111965,-15.857948
ZM,Monga,ZM-QXnbpI,Monga-8-1,28.287838,-16.041433
ZM,Fisenge,ZM-RBKVIn,Fisenge-4-1,28.44091,-13.062885
ZM,Monga,ZM-rUaSoT,Monga-14-1,28.323333,-16.088815
ZM,Monga,ZM-Sp4DsQ,Monga-2-1,28.266402,-16.09294
ZM,Monga,ZM-SUHW6k,Monga-9-1,28.307998,-16.11395
ZM,Chilende,ZM-T6AGmQ,Chilende-4-1,29.6314,-9.14338
ZM,Monga,ZM-Tckql1,Monga-16-1,28.32967,-16.043783
ZM,Musungwa,ZM-tqKj3s,Musungwa-15-1,26.164093,-15.845438
ZM,Monga,ZM-u6JYyp,Monga-10-2,28.30285,-16.090507
ZM,Musungwa,ZM-UGs2uq,Musungwa-9-1,26.142028,-15.896332
ZM,Chilende,ZM-uho1G0,Chilende-5-1,29.6525,-9.2096
ZM,Monga,ZM-vHMfHr,Monga-13-1,28.324225,-16.104588
ZM,Fisenge,ZM-wPVewU,Fisenge-7-2,28.470693,-13.08003
ZM,Musungwa,ZM-xFrTOr,Musungwa-6-1,26.118435,-15.870013
ZM,Fisenge,ZM-xR0Icv,Fisenge-13-1,28.517113,-13.127745
ZM,Chilende,ZM-xUpuHV,Chilende-7-1,29.6499,-9.1579
ZM,Chilende,ZM-Z66AaO,Chilende-13-1,29.6942,-9.20711
ZM,Monga,ZM-zCGvfw,Monga-1-1,28.268207,-16.113185
ZM,Chilende,ZM-ZX7yAK,Chilende-14-1,29.7011,-9.18747
ZW,Kenilworth,ZW-06cxLi,Kenilworth-4-1,28.721183,-19.372857
ZW,Gambisa,ZW-1wPL52,Gambisa-12-1,29.4566,-18.0749
ZW,Gambisa,ZW-2Vuooo,Gambisa-13-2,29.4801,-18.1315
ZW,Chiqumbakwe,ZW-3Job9s,Chiqumbakwe-2-1,31.8367,-17.8307
ZW,Gambisa,ZW-3JPYvD,Gambisa-8-1,29.4295,-18.0663
ZW,Gambisa,ZW-3kEIeR,Gambisa-3-1,29.4155,-18.0948
ZW,Gambisa,ZW-4IsI5a,Gambisa-4-1,29.4092,-18.066
ZW,Chiqumbakwe,ZW-4kqTlN,Chiqumbakwe-7-2,31.8616,-17.8176
ZW,Kenilworth,ZW-6u0RsH,Kenilworth-14-1,28.794548,-19.410165
ZW,Kenilworth,ZW-aNlVKE,Kenilworth-9-1,28.767247,-19.427562
ZW,Gambisa,ZW-b37YJz,Gambisa-16-1,29.4841,-18.0683
ZW,Kenilworth,ZW-bLdrKp,Kenilworth-5-1,28.754072,-19.43525
ZW,Chiqumbakwe,ZW-ch9wDv,Chiqumbakwe-14-1,31.9065,-17.8355
ZW,Gambisa,ZW-Ctv1EE,Gambisa-15-1,29.4842,-18.0911
ZW,Chiqumbakwe,ZW-CVRDBj,Chiqumbakwe-1-1,31.8363,-17.8653
ZW,Chiqumbakwe,ZW-DsXK56,Chiqumbakwe-11-1,31.8831,-17.8183
ZW,Kenilworth,ZW-fcQ0h0,Kenilworth-12-1,28.771602,-19.364412
ZW,Gambisa,ZW-G53zyi,Gambisa-7-1,29.4351,-18.0858
ZW,Gambisa,ZW-gBQBJ6,Gambisa-1-2,29.4097,-18.142
ZW,Gambisa,ZW-Gbumrr,Gambisa-2-1,29.4157,-18.1109
ZW,Kenilworth,ZW-hpgsQ4,Kenilworth-2-2,28.733862,-19.41344
ZW,Kenilworth,ZW-IaHQfJ,Kenilworth-13-1,28.792972,-19.437477
ZW,Chiqumbakwe,ZW-Icufgn,Chiqumbakwe-10-1,31.8726,-17.8301
ZW,Chiqumbakwe,ZW-IR7mWx,Chiqumbakwe-16-1,31.9016,-17.7865
ZW,Kenilworth,ZW-izdCEV,Kenilworth-10-1,28.762927,-19.41003
ZW,Chiqumbakwe,ZW-JUcho2,Chiqumbakwe-8-1,31.8557,-17.7908
ZW,Gambisa,ZW-k5fiWO,Gambisa-6-1,29.4375,-18.1169
ZW,Kenilworth,ZW-lpw4OC,Kenilworth-11-1,28.765008,-19.395832
ZW,Gambisa,ZW-M3F2gw,Gambisa-5-1,29.4347,-18.137
ZW,Gambisa,ZW-mcP65X,Gambisa-11-1,29.4588,-18.0962
ZW,Kenilworth,ZW-nrLfwf,Kenilworth-7-1,28.749533,-19.388597
ZW,Kenilworth,ZW-Ny4hzD,Kenilworth-6-1,28.745458,-19.4141
ZW,Gambisa,ZW-o6JbMZ,Gambisa-9-1,29.4551,-18.1381
ZW,Chiqumbakwe,ZW-O8rCSp,Chiqumbakwe-6-1,31.8576,-17.8328
ZW,Chiqumbakwe,ZW-oyO9nq,Chiqumbakwe-15-1,31.9012,-17.8097
ZW,Kenilworth,ZW-PP7xMj,Kenilworth-16-1,28.786663,-19.373928
ZW,Chiqumbakwe,ZW-QG4ijh,Chiqumbakwe-4-2,31.8373,-17.7845
ZW,Gambisa,ZW-Qr9vvH,Gambisa-14-1,29.485,-18.111
ZW,Chiqumbakwe,ZW-RPTG50,Chiqumbakwe-3-1,31.8338,-17.8199
ZW,Kenilworth,ZW-sLWGwx,Kenilworth-3-1,28.725383,-19.385353
ZW,Gambisa,ZW-SPIUUp,Gambisa-10-1,29.4552,-18.1141
ZW,Chiqumbakwe,ZW-t08eXS,Chiqumbakwe-5-1,31.8612,-17.852
ZW,Chiqumbakwe,ZW-VAIZv5,Chiqumbakwe-12-1,31.8807,-17.7929
ZW,Chiqumbakwe,ZW-wnb1El,Chiqumbakwe-13-1,31.8962,-17.8659
ZW,Kenilworth,ZW-wWHbdh,Kenilworth-1-1,28.724613,-19.425122
ZW,Kenilworth,ZW-Z6fpgO,Kenilworth-15-1,28.802128,-19.392763
ZW,Chiqumbakwe,ZW-zEY3tg,Chiqumbakwe-9-2,31.8759,-17.8564
